code,year,population_total
KOR,1913,10589000
KOR,1914,10764000
KOR,1915,10911000
KOR,1916,11086000
KOR,1917,11263000
KOR,1918,11443000
KOR,1919,11627000
KOR,1920,11804000
KOR,1921,12040000
KOR,1922,12281000
KOR,1923,12526000
KOR,1924,12777000
KOR,1925,13005000
KOR,1926,13179000
KOR,1927,13356000
KOR,1928,13535000
KOR,1929,13716000
KOR,1930,13900000
KOR,1931,14117000
KOR,1932,14338000
KOR,1933,14562000
KOR,1934,14789000
KOR,1935,15020000
KOR,1936,15139000
KOR,1937,15260000
KOR,1938,15381000
KOR,1939,15504000
KOR,1940,15627000
KOR,1941,15859000
KOR,1942,16094000
KOR,1943,16332000
KOR,1944,16574000
KOR,1945,16881440
KOR,1946,18249518
KOR,1947,18736637
KOR,1948,18869487
KOR,1949,19040026
KOR,1950,19211386
KOR,1951,19304737
KOR,1952,19566860
KOR,1953,19979069
KOR,1954,20520601
KOR,1955,21168611
KOR,1956,21897911
KOR,1957,22681233
KOR,1958,23490027
KOR,1959,24295786
KOR,1960,25074028
KOR,1961,25808542
KOR,1962,26495107
KOR,1963,27143075
KOR,1964,27770874
KOR,1965,28392722
KOR,1966,29006181
KOR,1967,29606633
KOR,1968,30204127
KOR,1969,30811523
KOR,1970,31437141
KOR,1971,32087884
KOR,1972,32759447
KOR,1973,33435268
KOR,1974,34091816
KOR,1975,34713078
KOR,1976,35290737
KOR,1977,35832213
KOR,1978,36356187
KOR,1979,36889651
KOR,1980,37451085
KOR,1981,38046253
KOR,1982,38665964
KOR,1983,39295418
KOR,1984,39912900
KOR,1985,40501917
KOR,1986,41059473
KOR,1987,41588374
KOR,1988,42085050
KOR,1989,42546704
KOR,1990,42972254
KOR,1991,43358716
KOR,1992,43708170
KOR,1993,44031222
KOR,1994,44342530
KOR,1995,44652994
KOR,1996,44967346
KOR,1997,45283939
KOR,1998,45599569
KOR,1999,45908307
KOR,2000,46206271
KOR,2001,46492324
KOR,2002,46769579
KOR,2003,47043251
KOR,2004,47320454
KOR,2005,47605863
KOR,2006,47901643
KOR,2007,48205062
KOR,2008,48509842
KOR,2009,48807036
KOR,2010,49090041
KOR,2011,49356692
KOR,2012,49608451
KOR,2013,49846756
KOR,2014,50074401
KOR,2015,50293439
KOR,2016,50503933
KOR,2017,50704971
KOR,2018,50896594
KOR,2019,51078755
KOR,2020,51251486
KOR,2021,51414478
KOR,2022,51567916
KOR,2023,51712865
KOR,2024,51850740
KOR,2025,51982344
KOR,2026,52107661
KOR,2027,52225667
KOR,2028,52334833
KOR,2029,52433089
KOR,2030,52518581
KOR,2031,52590905
KOR,2032,52649343
KOR,2033,52691347
KOR,2034,52713852
KOR,2035,52714671
KOR,2036,52692835
KOR,2037,52648814
KOR,2038,52583755
KOR,2039,52499574
KOR,2040,52397893
KOR,2041,52279169
KOR,2042,52143644
KOR,2043,51992563
KOR,2044,51827373
KOR,2045,51649340
KOR,2046,51459399
KOR,2047,51258205
KOR,2048,51046395
KOR,2049,50824495
KOR,2050,50593094
KOR,2051,50352977
KOR,2052,50104988
KOR,2053,49849835
KOR,2054,49588211
KOR,2055,49320848
KOR,2056,49048263
KOR,2057,48771226
KOR,2058,48490994
KOR,2059,48209017
KOR,2060,47926427
KOR,2061,47643955
KOR,2062,47361790
KOR,2063,47079812
KOR,2064,46797608
KOR,2065,46514914
KOR,2066,46232003
KOR,2067,45949251
KOR,2068,45666602
KOR,2069,45383934
KOR,2070,45101250
KOR,2071,44818713
KOR,2072,44536699
KOR,2073,44255696
KOR,2074,43976301
KOR,2075,43699073
KOR,2076,43424425
KOR,2077,43152707
KOR,2078,42884345
KOR,2079,42619773
KOR,2080,42359438
KOR,2081,42103546
KOR,2082,41852534
KOR,2083,41607344
KOR,2084,41369109
KOR,2085,41138636
KOR,2086,40916448
KOR,2087,40702420
KOR,2088,40495881
KOR,2089,40295780
KOR,2090,40101365
KOR,2091,39912417
KOR,2092,39729168
KOR,2093,39552111
KOR,2094,39381777
KOR,2095,39218535
KOR,2096,39062524
KOR,2097,38913605
KOR,2098,38771359
KOR,2099,38635088
KOR,2100,38503824
KOREA_UNION,1800,13740000
KOREA_UNION,1801,13740000
KOREA_UNION,1802,13740000
KOREA_UNION,1803,13740000
KOREA_UNION,1804,13740000
KOREA_UNION,1805,13740000
KOREA_UNION,1806,13740000
KOREA_UNION,1807,13740000
KOREA_UNION,1808,13740000
KOREA_UNION,1809,13740000
KOREA_UNION,1810,13740000
KOREA_UNION,1811,13740000
KOREA_UNION,1812,13740000
KOREA_UNION,1813,13740000
KOREA_UNION,1814,13740000
KOREA_UNION,1815,13740000
KOREA_UNION,1816,13740000
KOREA_UNION,1817,13740000
KOREA_UNION,1818,13740000
KOREA_UNION,1819,13740000
KOREA_UNION,1820,13740000
KOREA_UNION,1821,13750289
KOREA_UNION,1822,13760586
KOREA_UNION,1823,13770890
KOREA_UNION,1824,13781202
KOREA_UNION,1825,13791522
KOREA_UNION,1826,13801849
KOREA_UNION,1827,13812185
KOREA_UNION,1828,13822528
KOREA_UNION,1829,13832878
KOREA_UNION,1830,13843237
KOREA_UNION,1831,13853603
KOREA_UNION,1832,13863977
KOREA_UNION,1833,13874359
KOREA_UNION,1834,13884749
KOREA_UNION,1835,13895146
KOREA_UNION,1836,13905551
KOREA_UNION,1837,13915964
KOREA_UNION,1838,13926385
KOREA_UNION,1839,13936813
KOREA_UNION,1840,13947250
KOREA_UNION,1841,13957694
KOREA_UNION,1842,13968146
KOREA_UNION,1843,13978605
KOREA_UNION,1844,13989073
KOREA_UNION,1845,13999549
KOREA_UNION,1846,14010032
KOREA_UNION,1847,14020523
KOREA_UNION,1848,14031022
KOREA_UNION,1849,14041529
KOREA_UNION,1850,14052044
KOREA_UNION,1851,14062566
KOREA_UNION,1852,14073097
KOREA_UNION,1853,14083635
KOREA_UNION,1854,14094181
KOREA_UNION,1855,14104736
KOREA_UNION,1856,14115298
KOREA_UNION,1857,14125868
KOREA_UNION,1858,14136446
KOREA_UNION,1859,14147031
KOREA_UNION,1860,14157625
KOREA_UNION,1861,14168227
KOREA_UNION,1862,14178836
KOREA_UNION,1863,14189454
KOREA_UNION,1864,14200080
KOREA_UNION,1865,14210713
KOREA_UNION,1866,14221354
KOREA_UNION,1867,14232004
KOREA_UNION,1868,14242661
KOREA_UNION,1869,14253327
KOREA_UNION,1870,14264000
KOREA_UNION,1871,14291293
KOREA_UNION,1872,14318638
KOREA_UNION,1873,14346035
KOREA_UNION,1874,14373485
KOREA_UNION,1875,14400987
KOREA_UNION,1876,14428542
KOREA_UNION,1877,14456149
KOREA_UNION,1878,14483810
KOREA_UNION,1879,14511523
KOREA_UNION,1880,14539289
KOREA_UNION,1881,14567109
KOREA_UNION,1882,14594981
KOREA_UNION,1883,14622907
KOREA_UNION,1884,14650887
KOREA_UNION,1885,14678920
KOREA_UNION,1886,14707006
KOREA_UNION,1887,14735147
KOREA_UNION,1888,14763341
KOREA_UNION,1889,14791589
KOREA_UNION,1890,14819891
KOREA_UNION,1891,14848248
KOREA_UNION,1892,14876658
KOREA_UNION,1893,14905123
KOREA_UNION,1894,14933643
KOREA_UNION,1895,14962217
KOREA_UNION,1896,14990845
KOREA_UNION,1897,15019529
KOREA_UNION,1898,15048267
KOREA_UNION,1899,15077060
KOREA_UNION,1900,15105909
KOREA_UNION,1901,15134812
KOREA_UNION,1902,15163771
KOREA_UNION,1903,15192786
KOREA_UNION,1904,15221856
KOREA_UNION,1905,15250981
KOREA_UNION,1906,15280162
KOREA_UNION,1907,15309399
KOREA_UNION,1908,15338692
KOREA_UNION,1909,15368041
KOREA_UNION,1910,15397446
KOREA_UNION,1911,15426908
KOREA_UNION,1912,15456426
KOREA_UNION,1913,15486000
KOREA_UNION,1914,15769731
KOREA_UNION,1915,16058660
KOREA_UNION,1916,16352882
KOREA_UNION,1917,16652496
KOREA_UNION,1918,16957598
KOREA_UNION,1919,17268291
KOREA_UNION,1920,17584677
KOREA_UNION,1921,17906859
KOREA_UNION,1922,18234944
KOREA_UNION,1923,18569040
KOREA_UNION,1924,18909257
KOREA_UNION,1925,19255708
KOREA_UNION,1926,19608506
KOREA_UNION,1927,19967768
KOREA_UNION,1928,20333612
KOREA_UNION,1929,20706159
KOREA_UNION,1930,21085533
KOREA_UNION,1931,21471856
KOREA_UNION,1932,21865258
KOREA_UNION,1933,22265868
KOREA_UNION,1934,22673818
KOREA_UNION,1935,23089241
KOREA_UNION,1936,23512277
KOREA_UNION,1937,23943063
KOREA_UNION,1938,24381741
KOREA_UNION,1939,24828458
KOREA_UNION,1940,25283358
KOREA_UNION,1941,25746594
KOREA_UNION,1942,26218316
KOREA_UNION,1943,26698682
KOREA_UNION,1944,27187848
KOREA_UNION,1945,27685977
KOREA_UNION,1946,28193233
KOREA_UNION,1947,28709782
KOREA_UNION,1948,29235795
KOREA_UNION,1949,29771446
KOREA_UNION,1950,30316911
KOREA_UNION,1951,30038599
KOREA_UNION,1952,29813059
KOREA_UNION,1953,29640337
KOREA_UNION,1954,29830641
KOREA_UNION,1955,30391261
KOREA_UNION,1956,31146968
KOREA_UNION,1957,32022933
KOREA_UNION,1958,32981057
KOREA_UNION,1959,34035467
KOREA_UNION,1960,35176049
KOREA_UNION,1961,36265174
KOREA_UNION,1962,37337801
KOREA_UNION,1963,38420822
KOREA_UNION,1964,39511887
KOREA_UNION,1965,40573751
KOREA_UNION,1966,41667860
KOREA_UNION,1967,42748009
KOREA_UNION,1968,43862159
KOREA_UNION,1969,44998771
KOREA_UNION,1970,46152902
KOREA_UNION,1971,47247579
KOREA_UNION,1972,48286241
KOREA_UNION,1973,49233867
KOREA_UNION,1974,50193464
KOREA_UNION,1975,51082308
KOREA_UNION,1976,51929433
KOREA_UNION,1977,52761320
KOREA_UNION,1978,53598905
KOREA_UNION,1979,54374290
KOREA_UNION,1980,55237626
KOREA_UNION,1981,56107008
KOREA_UNION,1982,56973518
KOREA_UNION,1983,57827990
KOREA_UNION,1984,58602000
KOREA_UNION,1985,59287420
KOREA_UNION,1986,59986457
KOREA_UNION,1987,60689554
KOREA_UNION,1988,61402141
KOREA_UNION,1989,62136910
KOREA_UNION,1990,62887546
KOREA_UNION,1991,63679116
KOREA_UNION,1992,64516825
KOREA_UNION,1993,65359988
KOREA_UNION,1994,66120790
KOREA_UNION,1995,66826002
KOREA_UNION,1996,67378988
KOREA_UNION,1997,67758921
KOREA_UNION,1998,68044512
KOREA_UNION,1999,68417806
KOREA_UNION,2000,68998765
KOREA_UNION,2001,69638064
KOREA_UNION,2002,70184515
KOREA_UNION,2003,70668745
KOREA_UNION,2004,71123878
KOREA_UNION,2005,71552848
KOREA_UNION,2006,71959842
KOREA_UNION,2007,72346515
KOREA_UNION,2008,72711933
KOS,1800,383778
KOS,1801,383778
KOS,1802,383778
KOS,1803,383778
KOS,1804,383778
KOS,1805,383778
KOS,1806,383778
KOS,1807,383778
KOS,1808,383778
KOS,1809,383778
KOS,1810,383778
KOS,1811,383778
KOS,1812,383778
KOS,1813,383778
KOS,1814,383778
KOS,1815,383778
KOS,1816,383778
KOS,1817,383778
KOS,1818,383778
KOS,1819,383778
KOS,1820,383778
KOS,1821,387157
KOS,1822,390565
KOS,1823,394004
KOS,1824,397472
KOS,1825,400971
KOS,1826,404502
KOS,1827,408063
KOS,1828,411655
KOS,1829,415279
KOS,1830,418935
KOS,1831,422623
KOS,1832,426344
KOS,1833,430097
KOS,1834,433884
KOS,1835,437704
KOS,1836,441557
KOS,1837,445445
KOS,1838,449366
KOS,1839,453322
KOS,1840,457313
KOS,1841,461339
KOS,1842,465401
KOS,1843,469498
KOS,1844,473631
KOS,1845,477801
KOS,1846,482007
KOS,1847,486251
KOS,1848,490532
KOS,1849,494850
KOS,1850,499207
KOS,1851,503602
KOS,1852,508035
KOS,1853,512508
KOS,1854,517020
KOS,1855,521572
KOS,1856,526163
KOS,1857,530796
KOS,1858,535468
KOS,1859,540183
KOS,1860,544938
KOS,1861,549736
KOS,1862,554575
KOS,1863,559458
KOS,1864,564383
KOS,1865,569352
KOS,1866,574364
KOS,1867,579421
KOS,1868,584522
KOS,1869,589668
KOS,1870,594859
KOS,1871,600096
KOS,1872,605379
KOS,1873,610709
KOS,1874,616085
KOS,1875,621509
KOS,1876,626981
KOS,1877,632500
KOS,1878,638069
KOS,1879,643686
KOS,1880,649353
KOS,1881,655070
KOS,1882,660837
KOS,1883,666655
KOS,1884,672524
KOS,1885,678444
KOS,1886,684417
KOS,1887,690443
KOS,1888,696521
KOS,1889,702653
KOS,1890,708839
KOS,1891,715080
KOS,1892,721375
KOS,1893,727726
KOS,1894,734132
KOS,1895,740596
KOS,1896,747116
KOS,1897,753693
KOS,1898,760328
KOS,1899,767022
KOS,1900,773775
KOS,1901,780587
KOS,1902,787459
KOS,1903,794391
KOS,1904,801385
KOS,1905,808440
KOS,1906,815557
KOS,1907,822737
KOS,1908,829981
KOS,1909,837287
KOS,1910,844659
KOS,1911,852095
KOS,1912,859596
KOS,1913,867164
KOS,1914,874798
KOS,1915,882500
KOS,1916,890269
KOS,1917,898107
KOS,1918,906014
KOS,1919,913990
KOS,1920,922036
KOS,1921,930154
KOS,1922,938343
KOS,1923,946604
KOS,1924,954937
KOS,1925,963344
KOS,1926,971825
KOS,1927,980381
KOS,1928,989012
KOS,1929,997719
KOS,1930,1006503
KOS,1931,1015364
KOS,1932,1024302
KOS,1933,1033320
KOS,1934,1042417
KOS,1935,1051594
KOS,1936,1060852
KOS,1937,1070192
KOS,1938,1079614
KOS,1939,1089118
KOS,1940,1098706
KOS,1941,1108379
KOS,1942,1118137
KOS,1943,1127981
KOS,1944,1137911
KOS,1945,1147929
KOS,1946,1158035
KOS,1947,1168230
KOS,1948,1178515
KOS,1949,1188890
KOS,1950,1199357
KOS,1951,1214370
KOS,1952,1226147
KOS,1953,1242332
KOS,1954,1259363
KOS,1955,1277061
KOS,1956,1288171
KOS,1957,1299605
KOS,1958,1310480
KOS,1959,1323619
KOS,1960,1335316
KOS,1961,1348038
KOS,1962,1361255
KOS,1963,1374438
KOS,1964,1386360
KOS,1965,1399651
KOS,1966,1413084
KOS,1967,1424735
KOS,1968,1436878
KOS,1969,1448642
KOS,1970,1459678
KOS,1971,1472076
KOS,1972,1485874
KOS,1973,1498456
KOS,1974,1512430
KOS,1975,1526753
KOS,1976,1539760
KOS,1977,1552556
KOS,1978,1564448
KOS,1979,1575960
KOS,1980,1600570
KOS,1981,1603831
KOS,1982,1614480
KOS,1983,1624276
KOS,1984,1625905
KOS,1985,1635482
KOS,1986,1644596
KOS,1987,1649862
KOS,1988,1656892
KOS,1989,1664158
KOS,1990,1670808
KOS,1991,2092679
KOS,1992,2227264
KOS,1993,2365038
KOS,1994,2484175
KOS,1995,2567417
KOS,1996,2617993
KOS,1997,2647850
KOS,1998,2654379
KOS,1999,2639714
KOS,2000,2614315
KOS,2001,2571012
KOS,2002,2511039
KOS,2003,2468091
KOS,2004,2433907
KOS,2005,2422257
KOS,2006,2419235
KOS,2007,2421609
KOS,2008,2423704
KWT,1800,81280
KWT,1801,81280
KWT,1802,81280
KWT,1803,81280
KWT,1804,81280
KWT,1805,81280
KWT,1806,81280
KWT,1807,81280
KWT,1808,81280
KWT,1809,81280
KWT,1810,81280
KWT,1811,81280
KWT,1812,81280
KWT,1813,81280
KWT,1814,81280
KWT,1815,81280
KWT,1816,81280
KWT,1817,81280
KWT,1818,81280
KWT,1819,81280
KWT,1820,81280
KWT,1821,81280
KWT,1822,81280
KWT,1823,81280
KWT,1824,81280
KWT,1825,81280
KWT,1826,81280
KWT,1827,81280
KWT,1828,81280
KWT,1829,81280
KWT,1830,81280
KWT,1831,81280
KWT,1832,81280
KWT,1833,81280
KWT,1834,81280
KWT,1835,81280
KWT,1836,81280
KWT,1837,81280
KWT,1838,81280
KWT,1839,81280
KWT,1840,81280
KWT,1841,81280
KWT,1842,81280
KWT,1843,81280
KWT,1844,81280
KWT,1845,81280
KWT,1846,81280
KWT,1847,81280
KWT,1848,81280
KWT,1849,81280
KWT,1850,81280
KWT,1851,81280
KWT,1852,81280
KWT,1853,81280
KWT,1854,81280
KWT,1855,81280
KWT,1856,81280
KWT,1857,81280
KWT,1858,81280
KWT,1859,81280
KWT,1860,81280
KWT,1861,81280
KWT,1862,81280
KWT,1863,81280
KWT,1864,81280
KWT,1865,81280
KWT,1866,81280
KWT,1867,81280
KWT,1868,81280
KWT,1869,81280
KWT,1870,81280
KWT,1871,81733
KWT,1872,82189
KWT,1873,82647
KWT,1874,83107
KWT,1875,83571
KWT,1876,84037
KWT,1877,84505
KWT,1878,84976
KWT,1879,85450
KWT,1880,85926
KWT,1881,86405
KWT,1882,86887
KWT,1883,87371
KWT,1884,87858
KWT,1885,88348
KWT,1886,88840
KWT,1887,89335
KWT,1888,89833
KWT,1889,90334
KWT,1890,90838
KWT,1891,91344
KWT,1892,91853
KWT,1893,92365
KWT,1894,92880
KWT,1895,93398
KWT,1896,93918
KWT,1897,94442
KWT,1898,94968
KWT,1899,95497
KWT,1900,96030
KWT,1901,96565
KWT,1902,97103
KWT,1903,97645
KWT,1904,98189
KWT,1905,98736
KWT,1906,99287
KWT,1907,99840
KWT,1908,100397
KWT,1909,100956
KWT,1910,101519
KWT,1911,102085
KWT,1912,102654
KWT,1913,103226
KWT,1914,104316
KWT,1915,105417
KWT,1916,106530
KWT,1917,107655
KWT,1918,108792
KWT,1919,109940
KWT,1920,111101
KWT,1921,112274
KWT,1922,113460
KWT,1923,114658
KWT,1924,115868
KWT,1925,117092
KWT,1926,118328
KWT,1927,119577
KWT,1928,120840
KWT,1929,122116
KWT,1930,123405
KWT,1931,124708
KWT,1932,126025
KWT,1933,127355
KWT,1934,128700
KWT,1935,130059
KWT,1936,131432
KWT,1937,132820
KWT,1938,134222
KWT,1939,135639
KWT,1940,137071
KWT,1941,138518
KWT,1942,139981
KWT,1943,141459
KWT,1944,142953
KWT,1945,144462
KWT,1946,145987
KWT,1947,147529
KWT,1948,149086
KWT,1949,150660
KWT,1950,152250
KWT,1951,163632
KWT,1952,173622
KWT,1953,181957
KWT,1954,188811
KWT,1955,194795
KWT,1956,200988
KWT,1957,208907
KWT,1958,220405
KWT,1959,237516
KWT,1960,261962
KWT,1961,294639
KWT,1962,335161
KWT,1963,381665
KWT,1964,431366
KWT,1965,482173
KWT,1966,533521
KWT,1967,585831
KWT,1968,639170
KWT,1969,693876
KWT,1970,750184
KWT,1971,807900
KWT,1972,866747
KWT,1973,926817
KWT,1974,988267
KWT,1975,1051187
KWT,1976,1115463
KWT,1977,1180939
KWT,1978,1247597
KWT,1979,1315428
KWT,1980,1384342
KWT,1981,1452383
KWT,1982,1518855
KWT,1983,1586205
KWT,1984,1657920
KWT,1985,1735320
KWT,1986,1823201
KWT,1987,1917950
KWT,1988,2002645
KWT,1989,2054443
KWT,1990,2058832
KWT,1991,2007110
KWT,1992,1909096
KWT,1993,1791511
KWT,1994,1691891
KWT,1995,1637031
KWT,1996,1637906
KWT,1997,1686256
KWT,1998,1766247
KWT,1999,1853152
KWT,2000,1929470
KWT,2001,1990022
KWT,2002,2042215
KWT,2003,2095993
KWT,2004,2166344
KWT,2005,2263604
KWT,2006,2389498
KWT,2007,2538591
KWT,2008,2705290
KWT,2009,2881243
KWT,2010,3059473
KWT,2011,3239181
KWT,2012,3419581
KWT,2013,3593689
KWT,2014,3753121
KWT,2015,3892115
KWT,2016,4007146
KWT,2017,4099932
KWT,2018,4176642
KWT,2019,4246562
KWT,2020,4316618
KWT,2021,4388612
KWT,2022,4460971
KWT,2023,4533237
KWT,2024,4603985
KWT,2025,4672201
KWT,2026,4738362
KWT,2027,4803305
KWT,2028,4866689
KWT,2029,4927989
KWT,2030,4986872
KWT,2031,5043242
KWT,2032,5097383
KWT,2033,5149800
KWT,2034,5201187
KWT,2035,5252058
KWT,2036,5302592
KWT,2037,5352697
KWT,2038,5402270
KWT,2039,5451102
KWT,2040,5499031
KWT,2041,5546027
KWT,2042,5592133
KWT,2043,5637337
KWT,2044,5681633
KWT,2045,5724986
KWT,2046,5767375
KWT,2047,5808702
KWT,2048,5848767
KWT,2049,5887322
KWT,2050,5924172
KWT,2051,5959241
KWT,2052,5992521
KWT,2053,6023966
KWT,2054,6053553
KWT,2055,6081272
KWT,2056,6107117
KWT,2057,6131107
KWT,2058,6153305
KWT,2059,6173797
KWT,2060,6192671
KWT,2061,6209995
KWT,2062,6225845
KWT,2063,6240334
KWT,2064,6253602
KWT,2065,6265776
KWT,2066,6276946
KWT,2067,6287213
KWT,2068,6296751
KWT,2069,6305750
KWT,2070,6314373
KWT,2071,6322710
KWT,2072,6330822
KWT,2073,6338794
KWT,2074,6346701
KWT,2075,6354599
KWT,2076,6362538
KWT,2077,6370533
KWT,2078,6378550
KWT,2079,6386531
KWT,2080,6394423
KWT,2081,6402214
KWT,2082,6409896
KWT,2083,6417420
KWT,2084,6424724
KWT,2085,6431755
KWT,2086,6438475
KWT,2087,6444862
KWT,2088,6450887
KWT,2089,6456532
KWT,2090,6461770
KWT,2091,6466572
KWT,2092,6470901
KWT,2093,6474719
KWT,2094,6477990
KWT,2095,6480675
KWT,2096,6482741
KWT,2097,6484155
KWT,2098,6484891
KWT,2099,6484923
KWT,2100,6484228
LAO,1800,470000
LAO,1801,470000
LAO,1802,470000
LAO,1803,470000
LAO,1804,470000
LAO,1805,470000
LAO,1806,470000
LAO,1807,470000
LAO,1808,470000
LAO,1809,470000
LAO,1810,470000
LAO,1811,470000
LAO,1812,470000
LAO,1813,470000
LAO,1814,470000
LAO,1815,470000
LAO,1816,470000
LAO,1817,470000
LAO,1818,470000
LAO,1819,470000
LAO,1820,470000
LAO,1821,474477
LAO,1822,478996
LAO,1823,483558
LAO,1824,488164
LAO,1825,492814
LAO,1826,497508
LAO,1827,502246
LAO,1828,507030
LAO,1829,511859
LAO,1830,516735
LAO,1831,521657
LAO,1832,526625
LAO,1833,531641
LAO,1834,536705
LAO,1835,541817
LAO,1836,546978
LAO,1837,552187
LAO,1838,557447
LAO,1839,562756
LAO,1840,568117
LAO,1841,573528
LAO,1842,578991
LAO,1843,584505
LAO,1844,590073
LAO,1845,595693
LAO,1846,601367
LAO,1847,607095
LAO,1848,612877
LAO,1849,618715
LAO,1850,624608
LAO,1851,630557
LAO,1852,636563
LAO,1853,642626
LAO,1854,648747
LAO,1855,654926
LAO,1856,661164
LAO,1857,667461
LAO,1858,673819
LAO,1859,680237
LAO,1860,686716
LAO,1861,693257
LAO,1862,699860
LAO,1863,706526
LAO,1864,713255
LAO,1865,720049
LAO,1866,726907
LAO,1867,733831
LAO,1868,740820
LAO,1869,747877
LAO,1870,755000
LAO,1871,765754
LAO,1872,776662
LAO,1873,787725
LAO,1874,798945
LAO,1875,810326
LAO,1876,821868
LAO,1877,833575
LAO,1878,845449
LAO,1879,857492
LAO,1880,869706
LAO,1881,882094
LAO,1882,894659
LAO,1883,907403
LAO,1884,920328
LAO,1885,933437
LAO,1886,946733
LAO,1887,960219
LAO,1888,973896
LAO,1889,987769
LAO,1890,1001839
LAO,1891,1016109
LAO,1892,1030583
LAO,1893,1045263
LAO,1894,1060152
LAO,1895,1075253
LAO,1896,1090569
LAO,1897,1106103
LAO,1898,1121859
LAO,1899,1137839
LAO,1900,1154047
LAO,1901,1170485
LAO,1902,1187158
LAO,1903,1204068
LAO,1904,1221219
LAO,1905,1238614
LAO,1906,1256257
LAO,1907,1274152
LAO,1908,1292301
LAO,1909,1310709
LAO,1910,1329379
LAO,1911,1348315
LAO,1912,1367521
LAO,1913,1387000
LAO,1914,1394268
LAO,1915,1401575
LAO,1916,1408919
LAO,1917,1416303
LAO,1918,1423724
LAO,1919,1431185
LAO,1920,1438685
LAO,1921,1446224
LAO,1922,1453803
LAO,1923,1461421
LAO,1924,1469080
LAO,1925,1476778
LAO,1926,1484517
LAO,1927,1492296
LAO,1928,1500116
LAO,1929,1507977
LAO,1930,1515880
LAO,1931,1523823
LAO,1932,1531809
LAO,1933,1539836
LAO,1934,1547905
LAO,1935,1556017
LAO,1936,1564171
LAO,1937,1572367
LAO,1938,1580607
LAO,1939,1588890
LAO,1940,1597216
LAO,1941,1605586
LAO,1942,1614000
LAO,1943,1622458
LAO,1944,1630960
LAO,1945,1639507
LAO,1946,1648098
LAO,1947,1656735
LAO,1948,1665417
LAO,1949,1674144
LAO,1950,1682916
LAO,1951,1723050
LAO,1952,1763791
LAO,1953,1805210
LAO,1954,1847377
LAO,1955,1890363
LAO,1956,1934235
LAO,1957,1979060
LAO,1958,2024907
LAO,1959,2071844
LAO,1960,2119944
LAO,1961,2169287
LAO,1962,2219964
LAO,1963,2272078
LAO,1964,2325742
LAO,1965,2381063
LAO,1966,2437527
LAO,1967,2495093
LAO,1968,2554843
LAO,1969,2618246
LAO,1970,2686025
LAO,1971,2759634
LAO,1972,2837967
LAO,1973,2916148
LAO,1974,2987544
LAO,1975,3047864
LAO,1976,3094940
LAO,1977,3131492
LAO,1978,3164146
LAO,1979,3202270
LAO,1980,3252701
LAO,1981,3317570
LAO,1982,3395113
LAO,1983,3483492
LAO,1984,3579370
LAO,1985,3680145
LAO,1986,3785230
LAO,1987,3895066
LAO,1988,4009121
LAO,1989,4126935
LAO,1990,4247839
LAO,1991,4371549
LAO,1992,4496971
LAO,1993,4621685
LAO,1994,4742685
LAO,1995,4857774
LAO,1996,4966303
LAO,1997,5068658
LAO,1998,5165072
LAO,1999,5256207
LAO,2000,5342879
LAO,2001,5424701
LAO,2002,5502340
LAO,2003,5579003
LAO,2004,5658894
LAO,2005,5745012
LAO,2006,5838837
LAO,2007,5939634
LAO,2008,6045439
LAO,2009,6153153
LAO,2010,6260544
LAO,2011,6366909
LAO,2012,6473050
LAO,2013,6579985
LAO,2014,6689300
LAO,2015,6802023
LAO,2016,6918367
LAO,2017,7037521
LAO,2018,7158246
LAO,2019,7278824
LAO,2020,7397943
LAO,2021,7515140
LAO,2022,7630520
LAO,2023,7744039
LAO,2024,7855828
LAO,2025,7965982
LAO,2026,8074350
LAO,2027,8180770
LAO,2028,8285331
LAO,2029,8388194
LAO,2030,8489485
LAO,2031,8589191
LAO,2032,8687287
LAO,2033,8783869
LAO,2034,8879058
LAO,2035,8972931
LAO,2036,9065494
LAO,2037,9156690
LAO,2038,9246448
LAO,2039,9334665
LAO,2040,9421238
LAO,2041,9506132
LAO,2042,9589274
LAO,2043,9670476
LAO,2044,9749501
LAO,2045,9826166
LAO,2046,9900363
LAO,2047,9972068
LAO,2048,10041288
LAO,2049,10108066
LAO,2050,10172429
LAO,2051,10234357
LAO,2052,10293787
LAO,2053,10350645
LAO,2054,10404845
LAO,2055,10456323
LAO,2056,10505045
LAO,2057,10551027
LAO,2058,10594318
